name,brand,category,subcategory,gender,price,currency,color,material,sizes,description,product_url,photo_url
"Half-zip ""Logo de base 01"" Black","Brûler","tops","Half-zip","unisex","10990","RUB","Чёрный","премиального хлопка","XS,S,M,L,XL,XXL","""Logo de base 01"" — худи half-zip из премиального хлопка с реглан-рукавом для комфортной посадки. Лаконичный дизайн и чёрный цвет позволяют легко сочетать изделие с любой одеждой. Изделие дополнено объёмным логотипом с эффектом металла. Дизайн и детали: 100% хлопок, плотность 480 г/м² — прочный, сохраняет форму. Укороченный свободный крой, реглан-рукав. Высокий ворот, короткая металлическая молния. Чёрный цвет, патч с эффектом металла на груди. Как носить: С джоггерами или спортивными брюками — для расслабленного городского образа. С классическими брюками и лоферами — для контраста спортивного и строгого стиля. С джинсами прямого кроя — универсальное повседневное сочетание. Под куртку или бомбер — на случай холодов. Модель: Дима Рост: 187 Вес: 85 На Диме размер L Модель: Лиза Рост: 176 Вес: 52 На Лизе размер S","https://bruler.ru/half-zips/halfzipbaseblack","https://bruler.ru/storage/products/01K42NBW6MAJHV6VAS8PKSQAM9.jpg"
"T-Shirt “Serrurier” White","Brûler","tops","Футболки","unisex","7890","RUB","Белый","премиального хлопка","XS,S,M,L,XL","“Serrurier” — оверсайз футболка белого цвета из премиального хлопка. Принт с ящиком инструментов отсылает к ремесленному духу и добавляет образу характер. Дизайн и детали: 100% хлопок, плотность — 300 г/м², дышащий, приятный к телу. Оверсайз крой со спущенной линией плеча. Белый цвет, принт с ящиком инструментов на груди. Как носить: Под зип-худи с прямыми брюками — простой и удобный повседневный вариант. С винтажными прямыми джинсами ""De Mon Père"" — спокойный образ с акцентом на принт. С брюками и худи из коллекции ""Essentielle"" — футболка работает как акцентная деталь в спокойном базовом образе. С широкими джинсами ""Patrimoine"" и минималистичными кроссовками — расслабленный городской вариант. Модель: Вито Рост: 181 Вес: 72 кг На Вито размер L Модель: Арина Рост: 172 Вес: 52 На Арине размер S","https://bruler.ru/t-shirts/tshirtserrurier","https://bruler.ru/storage/products/1uwJkMPHCdfPpGO3ZR04j5ewiXIK7L3OxSS0gfBS.jpg"
"Pants ""Asphalte Doux "" Washed&Grey","Brûler","bottoms","Брюки","unisex","14490","RUB","Серый","","XS,S,M,L,XL","Спортивные брюки ""Asphalte Doux"" — про комфорт без компромиссов. Эффект варки, плотный хлопок и расслабленный крой делают их идеальными для повседневного ритма. Дизайн и детали: 100% хлопок, плотность — 480 г/м², плотные и мягкие одновременно. Свободный прямой крой, эластичный пояс на резинке с чёрным шнурком. Технология Garment Dyed. Боковые карманы, вышивка Brûler. Как носить: С худи или футболкой в тон — для цельного, монохромного образа. С контрастным верхом и кроссовками — для визуального акцента. C пиджаком и бейсболкой — для расслабленного микса классики и спорта. Допускаются незначительные отличия в цвете из-за особенностей технологии финишинга* Модель: Влад Рост: 182 Вес: 85 На Владе размер L Модель: Соня Рост: 174 Вес: 58 На Соне размер S","https://bruler.ru/briuki/pantsasphalte","https://bruler.ru/storage/products/01JZWK7TH9B58NJMS6EXQR4MRY.jpg"
"Zip-hoodie “1990” Grey dirty wash","Brûler","tops","Зип-худи","unisex","16990","RUB","Серый","премиального хлопка","XS,S,M,L,XL","“1990” — зип-худи из премиального хлопка с эффектом износа и обработкой dirty wash. Текстура с потертостями и вываренный оттенок создают ощущение винтажной аутентичности. На груди — принт с эффектом потертости, отсылающий к эстетике уличных архивов 90-х. Дизайн и детали: 100% хлопок, плотность — 480 г/м², дышащий, приятный к телу. Оверсайз крой со спущенной линией плеча. Серый цвет с эффектом dirty wash, потертости на ткани, принт с эффектом износа на груди. Как носить: С прямыми винтажными джинсами ""De Mon Père"" и белой футболкой — расслабленный повседневный образ с акцентом на варку зип-худи. Под чёрную кожаную куртку — дополнительная текстурность + контраст делают образ выразительным. С базовой футболкой “Essentielle” и широкими джинсами ""Patrimoine"" — простой, но собранный образ, где худи работает как акцент. С серыми джинсами и массивными кроссовками — плотный монохромный лук со streetwear вайбом. Модель: Вито Рост: 181 Вес: 72 кг На Вито размер L Модель: Арина Рост: 172 Вес: 52 На Арине размер S","https://bruler.ru/zip-hoodies/ziphoodiegreydirtywash","https://bruler.ru/storage/products/5GTEF2CsqCyDDEhDhesYh3IT6g4VNb8rAziSGWKF.jpg"
"Zip-hoodie “Inversé” Grey dirty wash","Brûler","tops","Зип-худи","unisex","16990","RUB","Серый","премиального хлопка","XS,S,M,L,XL","“Inversé” — зип-худи из премиального хлопка с эффектом износа и контрастной варкой dirty wash. Деконструированный вид и разрушенные детали придают изделию винтажный характер. На груди — перевёрнутый принт с логотипом Brûler d’Amour и надписью “Mémoire”, символизирующий игру с восприятием и памятью. Дизайн и детали: 100% хлопок, плотность — 480 г/м², дышащий, приятный к телу. Оверсайз крой со спущенной линией плеча. Серый цвет с эффектом dirty wash, элементы дестроя, перевёрнутый принт на груди. Как носить: С прямыми винтажными джинсами ""De Mon Père"" и белой футболкой — расслабленный повседневный образ с акцентом на варку зип-худи. Под чёрную кожаную куртку — дополнительная текстурность + контраст делают образ выразительным. С базовой футболкой “Essentielle” и широкими джинсами ""Patrimoine"" — простой, но собранный образ, где худи работает как акцент. С серыми джинсами и массивными кроссовками — плотный монохромный лук со streetwear вайбом. Модель: Вито Рост: 181 Вес: 72 кг На Вито размер L Модель: Арина Рост: 172 Вес: 52 На Арине размер S","https://bruler.ru/zip-hoodies/ziphoodieinverse","https://bruler.ru/storage/products/YpRDMgSKKSuwqRoNJRxDjLqUriKvuTLsTQ12Ofnt.jpg"
"Hoodie “Désolé maman” Black","Brûler","tops","Худи","unisex","15990","RUB","Чёрный","премиального хлопка","XS,S,M,L,XL","“Désolé maman” — оверсайз худи из премиального хлопка. Мягкий материал и свободный силуэт создают комфорт, а объёмный принт на груди добавляет акцент. Дизайн и детали: 100% хлопок, плотность — 440 г/м², дышащий, приятный к телу. Свободный крой, спущенная линия плеча. Чёрный цвет, объёмный принт на груди. Как носить: С прямыми чёрными джинсами ""Revers"" и кроссовками — простой повседневный вариант без лишнего шума. С серыми джоггерами — максимально комфортный образ на каждый день. Под лёгкий бомбер или джинсовку — для многослойного образа. С винтажными прямыми джинсами ""De Mon Père"" — более текстурный образ. Модель: Вито Рост: 181 Вес: 72 кг На Вито размер L Модель: Арина Рост: 172 Вес: 52 На Арине размер S","https://bruler.ru/hoodies/hoodiedesolemaman","https://bruler.ru/storage/products/pZf2zgMMjbqNntKrVe6AyIbBhwKzQNINjdIGXT5d.jpg"
"Hoodie “Cavalier” Speckled grey","Brûler","tops","Худи","unisex","15990","RUB","Серый","премиального хлопка","XS,S,M,L,XL","“Cavalier” — худи из премиального хлопка с цветными вкраплениями. Свободный силуэт и спущенная линия плеча создают расслабленный образ. На груди — вышивка с единорогом, выполненная в наивной манере, отсылающая к теме детства и фантазии. Дизайн и детали: 100% хлопок, плотность — 450 г/м², дышащий, приятный к телу. Оверсайз крой со спущенной линией плеча. Серый цвет с цветными вкраплениями, вышивка единорога на груди. Как носить: С тёмными широкими джинсами и высокими кедами — расслабленный стритстайл с упором на графику худи. С серыми спортивными штанами из коллекции ""Essentielle"" и массивными кроссовками — уютный повседневный образ в духе athleisure. Под пуховик и джинсы “Patrimoine” — образ для холодной погоды. Под шерстяное пальто oversize и тёмные прямые брюки — гармоничное сочетание классики и streetwear. Модель: Вито Рост: 181 Вес: 72 кг На Вито размер L Модель: Арина Рост: 172 Вес: 52 На Арине размер S","https://bruler.ru/hoodies/hoodiecavalier","https://bruler.ru/storage/products/DVCF9YsCAUuyoAKaqgsTr6Ix9XjdTiYPP5UfqntH.jpg"
"Half-zip “Sweet” Grey melange","Brûler","tops","Half-zip","unisex","15990","RUB","Серый","премиального хлопка","XS,S,M,L,XL","“Sweet” — half-zip худи из премиального хлопка с плотной текстурой и комфортной посадкой. Свободный крой и высокий ворот создают ощущение комфорта. Объемные бархатные принты на груди и спине добавляют тактильный акцент. Дизайн и детали: 100% хлопок, плотность — 550 г/м², дышащий, приятный к телу. Свободный крой, спущенная линия плеча. Металлическая молния, рельефные швы на локтях. Фиолетовый garment washing, патч с эффектом металла на груди. Как носить: С прямыми тёмными джинсами ""De Mon Père"" и кроссовками — универсальный повседневный образ. В расстёгнутом виде поверх базовой футболки — для многослойности в прохладную погоду. С джоггерами и минималистичными кроссовками — комфортный спорт-кэжуал. С шапкой бини и прямыми брюками — cozy-аутфит для осени и зимы. Модель: Вито Рост: 181 Вес: 72 кг На Вито размер L Модель: Арина Рост: 172 Вес: 52 На Арине размер S","https://bruler.ru/half-zips/halfzipsweet","https://bruler.ru/storage/products/Njy5nkd4YGPsKAht5UMC4yUcEKH8FPokctDtAqQE.jpg"
"Zip-Hoodie ""Logo de base 01"" Black","Brûler","tops","Зип-худи","unisex","10990","RUB","Чёрный","премиального хлопка","XS,S,M,L,XL,XXL","""Logo de base 01"" — зип-худи из премиального хлопка с плотной текстурой и комфортной посадкой. Лаконичный дизайн и чёрный цвет позволяют легко сочетать её с любой одеждой. Изделие дополнено объёмным логотипом с эффектом металла. Дизайн и детали: 100% хлопок, плотность 480 г/м² — прочный, сохраняет форму. Свободный крой, спущенная линия плеча. Капюшон, металлическая молния. Чёрный цвет, патч с эффектом металла на груди. Как носить: С оверсайз джоггерами футболкой — для комфортного городского образа. С джинсами и кепкой — универсальный повседневный вариант. В расстёгнутом виде с шортами и футболкой — для лёгкого многослойного аутфита. Модель: Дима Рост: 187 Вес: 85 На Диме размер L Модель: Лиза Рост: 176 Вес: 52 На Лизе размер S","https://bruler.ru/zip-hoodies/ziphoodiebaseblack","https://bruler.ru/storage/products/01K42FZD6MBYXD10HSYH01QK3M.jpg"
"T-Shirt “Peau à Peau” Graphite","Brûler","tops","Футболки","unisex","7890","RUB","Графитовый","премиального хлопка","XS,S,M,L,XL","“Peau à Peau” — оверсайз футболка из премиального хлопка графитового цвета. На груди — вышитый логотип и символ спичек, отсылка к ДНК бренда и идее «гореть» от любви. На спине — акцентный романтический принт. Дизайн и детали: 100% хлопок, плотность — 320 г/м², дышащий, приятный к телу. Оверсайз крой со спущенной линией плеча. Графитовый цвет. Вышитый логотип на груди, принт на спине. Как носить: Поверх лонгслива + джинсы “Archive Camo” — многослойный образ с акцентом на принт футболки. Под зип-худи “Frisson” с прямыми брюками — простой и удобный повседневный вариант. Под расстегнутую оверсайз-рубашку и брюки — стильный многослойный образ. С брюками и зип-худи из коллекции ""Essentielle"" — футболка работает как акцентная деталь в спокойном базовом образе. Модель: Клинтин Рост: 188 Вес: 80 На Клинтине размер XL Модель: Афсана Рост: 171 Вес: 52 На Афсане размер XS","https://bruler.ru/t-shirts/tshirtpeaupeaugraphite","https://bruler.ru/storage/products/YugrSsrRql42mLcxFT9rhz4TpgS8O81RVH7G3GGk.jpg"
"Set “Signature” Black","Brûler","accessories","Аксессуары","unisex","8990","RUB","Чёрный","мягкой хлопковой пряжи","","“Signature” — комплект из шапки и шарфа, созданный как единое целое. Оба изделия выполнены из мягкой хлопковой пряжи и объединены общим контрастным логотипом Brûler d’Amour. Дизайн и детали: 100% хлопок — тёплый, дышащий и приятный к телу материал. Жаккардовая вязка и вышивка логотипа. Чёрный цвет с фиолетовым логотипом и вышивкой Brûler d’Amour.","https://bruler.ru/accessories/setsignatureblack","https://bruler.ru/storage/products/g7CcGOInlyBwwAsIW5fnuozOGFpxtEvETg7lZNVN.jpg"
"Set “Signature” Gray","Brûler","accessories","Аксессуары","unisex","8990","RUB","Серый","мягкой хлопковой пряжи","","“Signature” — комплект из шапки и шарфа, созданный как единое целое. Оба изделия выполнены из мягкой хлопковой пряжи и объединены общим контрастным логотипом Brûler d’Amour. Дизайн и детали: 100% хлопок — тёплый, дышащий и приятный к телу материал. Жаккардовая вязка и вышивка логотипа. Серый цвет с чёрным логотипом и вышивкой Brûler d’Amour.","https://bruler.ru/accessories/setsignaturegray","https://bruler.ru/storage/products/KSSSaLDUckKDMdvUj51iR4MlpGp7qJcFHpbDqmQz.jpg"
"T-Shirt ""Le Début"" White ","Brûler","tops","Футболки","unisex","7890","RUB","Белый","","","Футболка с графикой, вдохновлённой утренними ритуалами. “Le Début” — это про внимание к деталям, которые наполняют жизнь. Дизайн и детали: 100% хлопок, плотность — 200 г/м², свободный крой с мягкой посадкой. Центральный акцент — принт с хлопьями и надписью Brûler d’Amour. Объемный силуэт с мягким плечом. Как носить: Без лишнего — с джинсами и массивными кроссовками С яркими спортивными шортами и кепкой — для расслабленного дневного образа. С пиджаком — принт становится акцентным элементом в строгом образе. Модель:Аня Рост:172 Вес:59 На Ане размер S Модель:Яша Рост:184 Вес:90 На Яше размер L","https://bruler.ru/t-shirts/tshirtflax","https://bruler.ru/storage/products/01JXCHXCD80B8VM9G58MP1XQC6.jpg"
"Sweater “Mosaïque” Dark blue","Brûler","tops","Свитера","unisex","14990","RUB","Синий","мягкой пряжи","XS,S,M,L,XL","“Mosaïque” — оверсайз свитер из мягкой пряжи. Спущенная линия плеча создаёт свободный силуэт, а лаконичная вышивка с логотипом на груди добавляет аккуратный акцент. Дизайн и детали: 45% полиэстер, 43% переработанный полиэстер, 10% акрил, 2% эластан — мягкая и износостойкая пряжа. Оверсайз силуэт со спущенной линией плеча. Темно-синий цвет, вышивка с логотипом на груди Как носить: С прямыми джинсами и пуховиком — тёплый вариант для холодной погоды. С классическими брюками и нейтральной обувью — аккуратный повседневно-классический образ. С тёмно-синими джинсами ""Patrimoine"" — универсальный сет на каждый день. Под кожаную куртку ""Cas"" или пальто — для чистой многослойности в межсезонье. Модель: Вито Рост: 181 Вес: 72 кг На Вито размер L Модель: Арина Рост: 172 Вес: 52 На Арине размер S","https://bruler.ru/sweaters/sweatermosaiqueblue","https://bruler.ru/storage/products/W2XmR0WkRG8Ure6B5uqlA2pG5b4KK4UUnc6TTk61.jpg"
"Hoodie ""Caisse"" Dark navy","Brûler","tops","Худи","unisex","15990","RUB","Тёмно-синий","премиального хлопка","XS,S,M,L,XL","“Caisse” — худи из премиального хлопка с меланжевыми вкраплениями. Свободный крой и спущенная линия плеча создают комфортный силуэт. На груди — лаконичная вышивка с логотипом Brûler, на спине — крупная вышивка с ироничной надписью. Дизайн и детали: 100% хлопок, плотность — 450 г/м², дышащий, приятный к телу. Оверсайз крой со спущенной линией плеча. Тёмно-синий цвет с меланжевыми вкраплениями, вышивка на груди и спине. Как носить: С тёмными широкими джинсами и высокими кедами — расслабленный стритстайл с упором на графику худи. С серыми спортивными штанами из коллекции ""Essentielle"" и массивными кроссовками — уютный повседневный образ в духе athleisure. Под пуховик и джинсы “Patrimoine” — образ для холодной погоды. Под шерстяное пальто oversize и тёмные прямые брюки — гармоничное сочетание классики и streetwear. Модель: Вито Рост: 181 Вес: 72 кг На Вито размер L Модель: Арина Рост: 172 Вес: 52 На Арине размер S","https://bruler.ru/hoodies/hoodiecaisse","https://bruler.ru/storage/products/z30knnUtLeWkGvs8ySDFLOVDephhw51TvgEH84vK.jpg"
"T-Shirt “Théâtre de marionnettes” Black","Brûler","tops","Футболки","unisex","7890","RUB","Чёрный","премиального хлопка","XS,S,M,L,XL","“Théâtre de marionnettes” — ресток одной из самых узнаваемых футболок Brûler d'Amour. Футболка оверсайз из премиального хлопка со спущенной линией плеча. На груди — фирменный графический принт с марионетками и крупным логотипом, на спине — вышивка Brûler d'Amour. Дизайн и детали: 100% хлопок, плотность — 300 г/м², дышащий, приятный к телу.. Оверсайз крой со спущенной линией плеча. Черный цвет, крупный графичный принт на груди, вышивка на спине. Как носить: С прямыми джинсами и бомбером — универсальный повседневный образ с акцентом на графику. С брюками и худи из коллекции ""Essentielle"" — футболка работает как акцентная деталь в спокойном базовом образе. С широкими брюками и дерби — неожиданный микс стритстайла и лёгкой классики. Под зип-худи, оставляя принт частично видимым — многослойный городской вариант. Модель: Вито Рост: 181 Вес: 72 кг На Вито размер L Модель: Арина Рост: 172 Вес: 52 На Арине размер S","https://bruler.ru/t-shirts/tshirtblacktheatredemarionnettes","https://bruler.ru/storage/products/Cvu0W8N2fjFqJgBm6qi6UU3uPCjGkKM0rvtrnIG5.jpg"
"T-Shirt “Eye” Black","Brûler","tops","Футболки","unisex","7890","RUB","Чёрный","премиального хлопка","XS,S,M,L,XL","“Eye” — ресток легендарной футболки Brûler d'Amour. Футболка оверсайз из премиального хлопка со спущенной линией плеча. На груди — крупный графичный принт с глазом и логотипом, передающий внутренний огонь бренда, на спине — вышивка логотипа Brûler d'Amour. Дизайн и детали: 100% хлопок, плотность — 300 г/м², дышащий, приятный к телу. Оверсайз крой со спущенной линией плеча. Чёрный цвет, крупный графичный принт на груди, вышивка на спине. Как носить: С широкими джинсами и лаконичными кроссовками — комфортный вариант для повседневных образов. С брюками и худи из коллекции ""Essentielle"" — футболка работает как акцентная деталь в спокойном базовом образе. С классическими прямыми джинсами и кожаной курткой — расслабленный городской вариант. Под зип-худи с прямыми брюками — простой и удобный повседневный вариант. Модель: Вито Рост: 181 Вес: 72 кг На Вито размер L Модель: Арина Рост: 172 Вес: 52 На Арине размер S","https://bruler.ru/t-shirts/tshirtblackeye","https://bruler.ru/storage/products/YMo1wSrp3UVp02ThbSWicZk8QnHjnILqJrLOAVbU.jpg"
"T-Shirt “Eye” White","Brûler","tops","Футболки","unisex","7890","RUB","Белый","премиального хлопка","XS,S,M,L,XL","“Eye” — ресток легендарной футболки Brûler d'Amour. Футболка оверсайз из премиального хлопка со спущенной линией плеча. На груди — крупный графичный принт с глазом и логотипом, передающий внутренний огонь бренда, на спине — вышивка логотипа Brûler d'Amour. Дизайн и детали: 100% хлопок, плотность — 300 г/м², дышащий, приятный к телу. Оверсайз крой со спущенной линией плеча. Белый цвет, крупный графичный принт на груди, вышивка на спине. Как носить: С широкими джинсами и лаконичными кроссовками — комфортный вариант для повседневных образов. С брюками и худи из коллекции ""Essentielle"" — футболка работает как акцентная деталь в спокойном базовом образе. С классическими прямыми джинсами и кожаной курткой — расслабленный городской вариант. Под зип-худи с прямыми брюками — простой и удобный повседневный вариант. Модель: Вито Рост: 181 Вес: 72 кг На Вито размер L Модель: Арина Рост: 172 Вес: 52 На Арине размер S","https://bruler.ru/t-shirts/tshirtwhiteeye","https://bruler.ru/storage/products/N2hiNgtr93j7obqGTf8Ty0fLTN8IILSsHwgVTzRh.jpg"
"T-Shirt “Théâtre de marionnettes” White","Brûler","tops","Футболки","unisex","7890","RUB","Белый","премиального хлопка","XS,S,M,L,XL","“Théâtre de marionnettes” — ресток одной из самых узнаваемых футболок Brûler d'Amour. Футболка оверсайз из премиального хлопка со спущенной линией плеча. На груди — фирменный графический принт с марионетками и крупным логотипом, на спине — вышивка Brûler d'Amour. Дизайн и детали: 100% хлопок, плотность — 300 г/м², дышащий, приятный к телу.. Оверсайз крой со спущенной линией плеча. Белый цвет, крупный графичный принт на груди, вышивка на спине. Как носить: С прямыми джинсами и бомбером — универсальный повседневный образ с акцентом на графику. С брюками и худи из коллекции ""Essentielle"" — футболка работает как акцентная деталь в спокойном базовом образе. С широкими брюками и дерби — неожиданный микс стритстайла и лёгкой классики. Под зип-худи, оставляя принт частично видимым — многослойный городской вариант. Модель: Вито Рост: 181 Вес: 72 кг На Вито размер L Модель: Арина Рост: 172 Вес: 52 На Арине размер S","https://bruler.ru/t-shirts/tshirtwhitetheatredemarionnettes","https://bruler.ru/storage/products/VRclD5jVafNKucgF4GJgqZkdL9NTVFWn367wQt0q.jpg"
"Hoodie “Pégase” Black","Brûler","tops","Худи","unisex","15990","RUB","Чёрный","премиального хлопка","XS,S,M,L,XL","“Pégase” — оверсайз худи из премиального хлопка. Лаконичный силуэт и глубокий чёрный цвет подчёркивают универсальность модели. Акцент — крупный принт с пегасом на груди. Дизайн и детали: 100% хлопок, плотность — 440 г/м², дышащий, приятный к телу. Свободный крой, спущенная линия плеча. Чёрный цвет, принт на груди. Как носить: С прямыми тёмно-синими джинсами и кроссовками — базовый вариант без лишних деталей. С серыми меланжевыми брюками прямого кроя — мягкий контраст и спокойный силуэт. Под лёгкую куртку или бомбер — аккуратная многослойность для прохладной погоды. С камуфляжными джинсами ""Archive Camo"" и простыми кроссовками — спокойный уличный образ с акцентом на принт худи. Модель: Вито Рост: 181 Вес: 72 кг На Вито размер L Модель: Арина Рост: 172 Вес: 52 На Арине размер S","https://bruler.ru/hoodies/hoodiepegaseblack","https://bruler.ru/storage/products/y8UmvfiQYhjUtTQizgqXMiekXPGH0ZBgkBzAGdXJ.jpg"
"Hoodie “Pégase” Grey melange","Brûler","tops","Худи","unisex","15990","RUB","Серый","премиального хлопка","XS,S,M,L,XL","“Pégase” — оверсайз худи из премиального хлопка. Лаконичный силуэт и серый меланжевый цвет подчёркивают универсальность модели. Акцент — крупный принт с пегасом на груди. Дизайн и детали: 100% хлопок, плотность — 440 г/м², дышащий, приятный к телу. Свободный крой, спущенная линия плеча. Серый меланжевый цвет, принт на груди. Как носить: С прямыми тёмно-синими джинсами и кроссовками — базовый вариант без лишних деталей. С серыми меланжевыми брюками прямого кроя — мягкий контраст и спокойный силуэт. Под лёгкую куртку или бомбер — аккуратная многослойность для прохладной погоды. С камуфляжными джинсами ""Archive Camo"" и простыми кроссовками — спокойный уличный образ с акцентом на принт худи. Модель: Вито Рост: 181 Вес: 72 кг На Вито размер L Модель: Арина Рост: 172 Вес: 52 На Арине размер S","https://bruler.ru/hoodies/hoodiepegasegrey","https://bruler.ru/storage/products/l4zG47vmkrlbw0jcxgiLaKFjzdJW7oiAkOjr2VgC.jpg"
"Puffer ""Sable""","Brûler","outerwear","Верхняя одежда","unisex","24990","RUB","","","S,M,L,XL","Puffer ""Sable"" — зимний пуховик со свободным силуэтом и крупным капюшоном с высоким воротником, защищающим лицо от ветра и осадков. Водоотталкивающий нейлон и натуральный пух гарантируют комфорт в морозы до –30 °C. Градиентный рисунок ткани и фирменные логотипы подчеркивают уникальный стиль модели. Дизайн и детали: 100% нейлон с водоотталкивающим покрытием. Утеплитель: 90% пух, 10% перо — лёгкий, удерживает тепло. Oversize-крой для комфорта и многослойных образов. Большой капюшон с высоким воротником для защиты от ветра. Накладные карманы на животе, карман на плече и два внутренних больших кармана. Серый цвет с вкраплениями розового; логотипы на груди и спине. Температурный режим: до −30 °C. Как носить: С джинсами прямого кроя и ботинками — для городского зимнего образа. Со спортивными брюками, базовым худи и зимними кроссовками — для максимального комфорта. С чёрными джинсами, тёплым свитером и кожаными ботинками — для холодных дней. Модель: Ильяс Рост: 187 Вес: 80 На Ильясе размер XL Модель: Соня Рост: 174 Вес: 58 На Соне размер S","https://bruler.ru/verxniaia-odezda/puffer","https://bruler.ru/storage/products/01K6MYVK8MHZGC4CX0AY650DCB.jpg"
"Puffer ""Sable""","Brûler","outerwear","Верхняя одежда","unisex","24990","RUB","","","S,M,L,XL","Puffer ""Sable"" — зимний пуховик со свободным силуэтом и крупным капюшоном с высоким воротником, защищающим лицо от ветра и осадков. Водоотталкивающий нейлон и натуральный пух гарантируют комфорт в морозы до –30 °C. Градиентный рисунок ткани и фирменные логотипы подчеркивают уникальный стиль модели. Дизайн и детали: 100% нейлон с водоотталкивающим покрытием. Утеплитель: 90% пух, 10% перо — лёгкий, удерживает тепло. Oversize-крой для комфорта и многослойных образов. Большой капюшон с высоким воротником для защиты от ветра. Накладные карманы на животе, карман на плече и два внутренних больших кармана. Чёрный цвет с вкраплениями серого; логотипы на груди и спине. Температурный режим: до −30 °C. Как носить: С джинсами прямого кроя и ботинками — для городского зимнего образа. Со спортивными брюками, базовым худи и зимними кроссовками — для максимального комфорта. С чёрными джинсами, тёплым свитером и кожаными ботинками — для холодных дней. Модель: Ильяс Рост: 187 Вес: 80 На Ильясе размер XL Модель: Соня Рост: 174 Вес: 58 На Соне размер S","https://bruler.ru/verxniaia-odezda/sabble","https://bruler.ru/storage/products/01K6N00JN8EY6TBZBTR0WXXRPJ.jpg"
"T-Shirt ""Logo de base 02"" White","Brûler","tops","Футболки","unisex","4990","RUB","Белый","премиального хлопка","XS,S,M,L,XL,XXL","""Logo de base 02"" — оверсайз футболка белого цвета из премиального хлопка. Свободный крой и минималистичный дизайн делают её универсальной основой любого гардероба. Изделие дополнено объёмным логотипом с эффектом металла. Дизайн и детали: 100% хлопок, плотность — 280 г/м², дышащий и прочный. Свободный крой со спущенным плечом. Белый цвет, патч с эффектом металла на груди. Классический круглый вырез. Как носить: С джинсами прямого кроя и кедами — универсальная повседневная комбинация. Под худи или зип в прохладную погоду — для многослойного и комфортного образа. С спортивными джоггерами и кроссовками — в спортивно-городском стиле. Под пиджак или кардиган — для баланса формальности и расслабленности. Модель: Дима Рост: 187 Вес: 85 На Диме размер L Модель: Лиза Рост: 176 Вес: 52 На Лизе размер S","https://bruler.ru/t-shirts/tshirtbasewhite","https://bruler.ru/storage/products/01K42J4THBZ3BZTWTY8ZVAT7R5.jpg"
"T-Shirt ""Logo de base 04"" Navy blue","Brûler","tops","Футболки","unisex","4990","RUB","Синий","премиального хлопка","XS,S,M,L,XL,XXL","""Logo de base 02"" — оверсайз футболка тёмно-синего цвета из премиального хлопка. Свободный крой и минималистичный дизайн делают её универсальной основой любого гардероба. Изделие дополнено объёмным логотипом с эффектом металла. Дизайн и детали: 100% хлопок, плотность — 280 г/м², дышащий и прочный. Свободный крой со спущенным плечом. Тёмно-синий цвет, патч с эффектом металла на груди. Классический круглый вырез. Как носить: С джинсами прямого кроя и кедами — универсальная повседневная комбинация. Под худи или зип в прохладную погоду — для многослойного и комфортного образа. С спортивными джоггерами и кроссовками — в спортивно-городском стиле. Под пиджак или кардиган — для баланса формальности и расслабленности. Модель: Дима Рост: 187 Вес: 85 На Диме размер L Модель: Лиза Рост: 176 Вес: 52 На Лизе размер S","https://bruler.ru/t-shirts/tshirtbaseblue","https://bruler.ru/storage/products/01K42MTJ6DNPW5KPKK7NXNYC27.jpg"
"Half-zip ""Logo de base 03"" Grey melange ","Brûler","tops","Half-zip","unisex","9990","RUB","Серый","премиального хлопка","XS,S,M,L,XL,XXL","""Logo de base 01"" — худи half-zip из премиального хлопка с реглан-рукавом для комфортной посадки. Лаконичный дизайн и серый меланжевый цвет позволяют легко сочетать изделие с любой одеждой. Изделие дополнено объёмным логотипом с эффектом металла. Дизайн и детали: 100% хлопок, плотность 480 г/м² — прочный, сохраняет форму. Укороченный свободный крой, реглан-рукав. Высокий ворот, короткая металлическая молния. Серый меланж, патч с эффектом металла на груди. Как носить: С джоггерами или спортивными брюками — для расслабленного городского образа. С классическими брюками и лоферами — для контраста спортивного и строгого стиля. С джинсами прямого кроя — универсальное повседневное сочетание. Под куртку или бомбер — на случай холодов. Модель: Дима Рост: 187 Вес: 85 На Диме размер L Модель: Лиза Рост: 176 Вес: 52 На Лизе размер S","https://bruler.ru/half-zips/halfzipbasegrey","https://bruler.ru/storage/products/01K428MDR04RBRJ9947TABGGTD.jpg"
"Zip-Hoodie ""Logo de base 03"" Grey melange","Brûler","tops","Зип-худи","unisex","10990","RUB","Серый","премиального хлопка","XS,S,M,L,XL,XXL","""Logo de base 01"" — зип-худи из премиального хлопка с плотной текстурой и комфортной посадкой. Лаконичный дизайн и серый меланжевый цвет позволяют легко сочетать её с любой одеждой. Изделие дополнено объёмным логотипом с эффектом металла. Дизайн и детали: 100% хлопок, плотность 480 г/м² — прочный, сохраняет форму. Свободный крой, спущенная линия плеча. Капюшон, металлическая молния. Цвет меланж, патч с эффектом металла на груди. Как носить: С оверсайз джоггерами футболкой — для комфортного городского образа. С джинсами и кепкой — универсальный повседневный вариант. В расстёгнутом виде с шортами и футболкой — для лёгкого многослойного аутфита. Модель: Дима Рост: 187 Вес: 85 На Диме размер L Модель: Лиза Рост: 176 Вес: 52 На Лизе размер S","https://bruler.ru/zip-hoodies/ziphoodiebasegrey","https://bruler.ru/storage/products/01K42GSYR3G31DM4PTT67RVJMS.jpg"
